Year;variable2;cod;variable;bd;area;Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE;Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (SCIELO);Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (SCOPUS);Distribución de la producción bibliografica de autores vinculados a la institución por área OCDE. (WOS core collection);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría;Producción bibliográfica de autores vinculados a la institución por tipo de coautoría (WOS core collection);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría . (SCIELO);Producción bibliográfica de autores vinculados a la institución por tipo de coautoría . (SCOPUS);Producción bibliográfica de autores vinculados a la institución por tipo de producto;Producción bibliográfica de autores vinculados a la institución por tipo de producto. (SCIELO);Producción bibliográfica de autores vinculados a la institución por tipo de producto. (SCOPUS);Producción bibliográfica de autores vinculados a la institución por tipo de producto. (WOS core collection);Promedio de citas de documentos publicados por autores vinculados a la institución;Promedio de citas de documentos publicados por autores vinculados a la institución. (SCIELO);Promedio de citas de documentos publicados por autores vinculados a la institución. (SCOPUS);Promedio de citas de documentos publicados por autores vinculados a la institución. (WOS core collection);Departamento
2017;Engineering and Technology;13;wos;WOS;Producción bibliográfica;NA;NA;NA;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2017;Engineering and Technology;15;scielo;SCIELO;Producción bibliográfica;NA;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2017;Engineering and Technology;15;scopus;SCOPUS;Producción bibliográfica;NA;NA;135;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2017;Engineering and Technology;15;TOTAL;TOTAL;Producción bibliográfica;175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2017;Engineering and Technology;15;wos;WOS;Producción bibliográfica;NA;NA;NA;78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2017;Engineering and Technology;17;scielo;SCIELO;Producción bibliográfica;NA;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2017;Engineering and Technology;17;scopus;SCOPUS;Producción bibliográfica;NA;NA;171;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2017;Engineering and Technology;17;TOTAL;TOTAL;Producción bibliográfica;214;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2017;Engineering and Technology;17;wos;WOS;Producción bibliográfica;NA;NA;NA;133;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2017;Engineering and Technology;18;scielo;SCIELO;Producción bibliográfica;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2017;Engineering and Technology;18;scopus;SCOPUS;Producción bibliográfica;NA;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2017;Engineering and Technology;18;TOTAL;TOTAL;Producción bibliográfica;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2017;Engineering and Technology;18;wos;WOS;Producción bibliográfica;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2017;Engineering and Technology;19;scielo;SCIELO;Producción bibliográfica;NA;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2017;Engineering and Technology;19;scopus;SCOPUS;Producción bibliográfica;NA;NA;156;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2017;Engineering and Technology;19;TOTAL;TOTAL;Producción bibliográfica;185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2017;Engineering and Technology;19;wos;WOS;Producción bibliográfica;NA;NA;NA;79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2017;Engineering and Technology;20;scielo;SCIELO;Producción bibliográfica;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2017;Engineering and Technology;20;scopus;SCOPUS;Producción bibliográfica;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2017;Engineering and Technology;20;TOTAL;TOTAL;Producción bibliográfica;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2017;Engineering and Technology;20;wos;WOS;Producción bibliográfica;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2017;Engineering and Technology;23;scielo;SCIELO;Producción bibliográfica;NA;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2017;Engineering and Technology;23;scopus;SCOPUS;Producción bibliográfica;NA;NA;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2017;Engineering and Technology;23;TOTAL;TOTAL;Producción bibliográfica;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2017;Engineering and Technology;23;wos;WOS;Producción bibliográfica;NA;NA;NA;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2017;Engineering and Technology;25;scielo;SCIELO;Producción bibliográfica;NA;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2017;Engineering and Technology;25;scopus;SCOPUS;Producción bibliográfica;NA;NA;150;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2017;Engineering and Technology;25;TOTAL;TOTAL;Producción bibliográfica;164;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2017;Engineering and Technology;25;wos;WOS;Producción bibliográfica;NA;NA;NA;108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2017;Engineering and Technology;27;scielo;SCIELO;Producción bibliográfica;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chocó
2017;Engineering and Technology;27;scopus;SCOPUS;Producción bibliográfica;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chocó
2017;Engineering and Technology;27;TOTAL;TOTAL;Producción bibliográfica;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chocó
2017;Engineering and Technology;27;wos;WOS;Producción bibliográfica;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chocó
2017;Engineering and Technology;41;scielo;SCIELO;Producción bibliográfica;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2017;Engineering and Technology;41;scopus;SCOPUS;Producción bibliográfica;NA;NA;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2017;Engineering and Technology;41;TOTAL;TOTAL;Producción bibliográfica;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2017;Engineering and Technology;41;wos;WOS;Producción bibliográfica;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2017;Engineering and Technology;44;scielo;SCIELO;Producción bibliográfica;NA;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2017;Engineering and Technology;44;scopus;SCOPUS;Producción bibliográfica;NA;NA;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2017;Engineering and Technology;44;TOTAL;TOTAL;Producción bibliográfica;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2017;Engineering and Technology;44;wos;WOS;Producción bibliográfica;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2017;Engineering and Technology;47;scielo;SCIELO;Producción bibliográfica;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2017;Engineering and Technology;47;scopus;SCOPUS;Producción bibliográfica;NA;NA;55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2017;Engineering and Technology;47;TOTAL;TOTAL;Producción bibliográfica;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2017;Engineering and Technology;47;wos;WOS;Producción bibliográfica;NA;NA;NA;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2017;Engineering and Technology;5;scielo;SCIELO;Producción bibliográfica;NA;220;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2017;Engineering and Technology;5;scopus;SCOPUS;Producción bibliográfica;NA;NA;1148;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2017;Engineering and Technology;5;TOTAL;TOTAL;Producción bibliográfica;1340;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2017;Engineering and Technology;5;wos;WOS;Producción bibliográfica;NA;NA;NA;766;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
2017;Engineering and Technology;50;scielo;SCIELO;Producción bibliográfica;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2017;Engineering and Technology;50;scopus;SCOPUS;Producción bibliográfica;NA;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2017;Engineering and Technology;50;TOTAL;TOTAL;Producción bibliográfica;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2017;Engineering and Technology;50;wos;WOS;Producción bibliográfica;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Meta
2017;Engineering and Technology;52;scielo;SCIELO;Producción bibliográfica;NA;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2017;Engineering and Technology;52;scopus;SCOPUS;Producción bibliográfica;NA;NA;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2017;Engineering and Technology;52;TOTAL;TOTAL;Producción bibliográfica;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2017;Engineering and Technology;52;wos;WOS;Producción bibliográfica;NA;NA;NA;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Narińo
2017;Engineering and Technology;54;scielo;SCIELO;Producción bibliográfica;NA;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2017;Engineering and Technology;54;scopus;SCOPUS;Producción bibliográfica;NA;NA;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2017;Engineering and Technology;54;TOTAL;TOTAL;Producción bibliográfica;82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2017;Engineering and Technology;54;wos;WOS;Producción bibliográfica;NA;NA;NA;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Norte de Santander
2017;Engineering and Technology;63;scielo;SCIELO;Producción bibliográfica;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2017;Engineering and Technology;63;scopus;SCOPUS;Producción bibliográfica;NA;NA;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2017;Engineering and Technology;63;TOTAL;TOTAL;Producción bibliográfica;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2017;Engineering and Technology;63;wos;WOS;Producción bibliográfica;NA;NA;NA;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Quindío
2017;Engineering and Technology;66;scielo;SCIELO;Producción bibliográfica;NA;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2017;Engineering and Technology;66;scopus;SCOPUS;Producción bibliográfica;NA;NA;96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2017;Engineering and Technology;66;TOTAL;TOTAL;Producción bibliográfica;133;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2017;Engineering and Technology;66;wos;WOS;Producción bibliográfica;NA;NA;NA;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Risaralda
2017;Engineering and Technology;68;scielo;SCIELO;Producción bibliográfica;NA;68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Santander
2017;Engineering and Technology;68;scopus;SCOPUS;Producción bibliográfica;NA;NA;348;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Santander
2017;Engineering and Technology;68;TOTAL;TOTAL;Producción bibliográfica;437;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Santander
2017;Engineering and Technology;68;wos;WOS;Producción bibliográfica;NA;NA;NA;245;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Santander
2017;Engineering and Technology;70;scielo;SCIELO;Producción bibliográfica;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sucre
2017;Engineering and Technology;70;scopus;SCOPUS;Producción bibliográfica;NA;NA;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sucre
2017;Engineering and Technology;70;TOTAL;TOTAL;Producción bibliográfica;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sucre
2017;Engineering and Technology;70;wos;WOS;Producción bibliográfica;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sucre
2017;Engineering and Technology;73;scielo;SCIELO;Producción bibliográfica;NA;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tolima
2017;Engineering and Technology;73;scopus;SCOPUS;Producción bibliográfica;NA;NA;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tolima
2017;Engineering and Technology;73;TOTAL;TOTAL;Producción bibliográfica;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tolima
2017;Engineering and Technology;73;wos;WOS;Producción bibliográfica;NA;NA;NA;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Tolima
2017;Engineering and Technology;76;scielo;SCIELO;Producción bibliográfica;NA;126;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Valle del Cauca
2017;Engineering and Technology;76;scopus;SCOPUS;Producción bibliográfica;NA;NA;535;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Valle del Cauca
2017;Engineering and Technology;76;TOTAL;TOTAL;Producción bibliográfica;643;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Valle del Cauca
2017;Engineering and Technology;76;wos;WOS;Producción bibliográfica;NA;NA;NA;355;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Valle del Cauca
2017;Engineering and Technology;8;scielo;SCIELO;Producción bibliográfica;NA;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Atlántico
2017;Engineering and Technology;8;scopus;SCOPUS;Producción bibliográfica;NA;NA;415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Atlántico
2017;Engineering and Technology;8;TOTAL;TOTAL;Producción bibliográfica;470;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Atlántico
2017;Engineering and Technology;8;wos;WOS;Producción bibliográfica;NA;NA;NA;204;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Atlántico
2017;Engineering and Technology;85;scielo;SCIELO;Producción bibliográfica;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Casanare
2017;Engineering and Technology;85;scopus;SCOPUS;Producción bibliográfica;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Casanare
2017;Engineering and Technology;85;TOTAL;TOTAL;Producción bibliográfica;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Casanare
2017;Engineering and Technology;85;wos;WOS;Producción bibliográfica;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Casanare
2017;Engineering and Technology;91;scopus;SCOPUS;Producción bibliográfica;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amazonas
2017;Engineering and Technology;91;TOTAL;TOTAL;Producción bibliográfica;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amazonas
2017;Engineering and Technology;91;wos;WOS;Producción bibliográfica;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Amazonas
2017;Engineering and Technology;9999;scielo;SCIELO;Producción bibliográfica;NA;1129;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Engineering and Technology;9999;scopus;SCOPUS;Producción bibliográfica;NA;NA;8081;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Engineering and Technology;9999;TOTAL;TOTAL;Producción bibliográfica;9231;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Engineering and Technology;9999;wos;WOS;Producción bibliográfica;NA;NA;NA;4255;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Engineering and Technology;NA;scielo;SCIELO;Producción bibliográfica;NA;249;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Engineering and Technology;NA;scopus;SCOPUS;Producción bibliográfica;NA;NA;5346;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Engineering and Technology;NA;TOTAL;TOTAL;Producción bibliográfica;5347;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Engineering and Technology;NA;wos;WOS;Producción bibliográfica;NA;NA;NA;2825;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;Humanities;0;scielo;SCIELO;Producción bibliográfica;NA;138;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2017;Humanities;0;scopus;SCOPUS;Producción bibliográfica;NA;NA;1209;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2017;Humanities;0;TOTAL;TOTAL;Producción bibliográfica;1430;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2017;Humanities;0;wos;WOS;Producción bibliográfica;NA;NA;NA;1012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Nacional
2017;Humanities;11;scielo;SCIELO;Producción bibliográfica;NA;617;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2017;Humanities;11;scopus;SCOPUS;Producción bibliográfica;NA;NA;1735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2017;Humanities;11;TOTAL;TOTAL;Producción bibliográfica;2553;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2017;Humanities;11;wos;WOS;Producción bibliográfica;NA;NA;NA;1043;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bogotá
2017;Humanities;13;scielo;SCIELO;Producción bibliográfica;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2017;Humanities;13;scopus;SCOPUS;Producción bibliográfica;NA;NA;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2017;Humanities;13;TOTAL;TOTAL;Producción bibliográfica;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2017;Humanities;13;wos;WOS;Producción bibliográfica;NA;NA;NA;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Bolívar
2017;Humanities;15;scielo;SCIELO;Producción bibliográfica;NA;72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2017;Humanities;15;scopus;SCOPUS;Producción bibliográfica;NA;NA;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2017;Humanities;15;TOTAL;TOTAL;Producción bibliográfica;134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2017;Humanities;15;wos;WOS;Producción bibliográfica;NA;NA;NA;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Boyacá
2017;Humanities;17;scielo;SCIELO;Producción bibliográfica;NA;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2017;Humanities;17;scopus;SCOPUS;Producción bibliográfica;NA;NA;79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2017;Humanities;17;TOTAL;TOTAL;Producción bibliográfica;130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2017;Humanities;17;wos;WOS;Producción bibliográfica;NA;NA;NA;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caldas
2017;Humanities;18;scielo;SCIELO;Producción bibliográfica;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2017;Humanities;18;scopus;SCOPUS;Producción bibliográfica;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2017;Humanities;18;TOTAL;TOTAL;Producción bibliográfica;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2017;Humanities;18;wos;WOS;Producción bibliográfica;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caquetá
2017;Humanities;19;scielo;SCIELO;Producción bibliográfica;NA;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2017;Humanities;19;scopus;SCOPUS;Producción bibliográfica;NA;NA;55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2017;Humanities;19;TOTAL;TOTAL;Producción bibliográfica;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2017;Humanities;19;wos;WOS;Producción bibliográfica;NA;NA;NA;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cauca
2017;Humanities;20;scielo;SCIELO;Producción bibliográfica;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2017;Humanities;20;scopus;SCOPUS;Producción bibliográfica;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2017;Humanities;20;TOTAL;TOTAL;Producción bibliográfica;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cesar
2017;Humanities;23;scielo;SCIELO;Producción bibliográfica;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2017;Humanities;23;scopus;SCOPUS;Producción bibliográfica;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2017;Humanities;23;TOTAL;TOTAL;Producción bibliográfica;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2017;Humanities;23;wos;WOS;Producción bibliográfica;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Córdoba
2017;Humanities;25;scielo;SCIELO;Producción bibliográfica;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2017;Humanities;25;scopus;SCOPUS;Producción bibliográfica;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2017;Humanities;25;TOTAL;TOTAL;Producción bibliográfica;96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2017;Humanities;25;wos;WOS;Producción bibliográfica;NA;NA;NA;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cundinamarca
2017;Humanities;27;scielo;SCIELO;Producción bibliográfica;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chocó
2017;Humanities;27;TOTAL;TOTAL;Producción bibliográfica;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chocó
2017;Humanities;41;scielo;SCIELO;Producción bibliográfica;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2017;Humanities;41;scopus;SCOPUS;Producción bibliográfica;NA;NA;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2017;Humanities;41;TOTAL;TOTAL;Producción bibliográfica;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2017;Humanities;41;wos;WOS;Producción bibliográfica;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Huila
2017;Humanities;44;scielo;SCIELO;Producción bibliográfica;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2017;Humanities;44;scopus;SCOPUS;Producción bibliográfica;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2017;Humanities;44;TOTAL;TOTAL;Producción bibliográfica;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Guajira
2017;Humanities;47;scielo;SCIELO;Producción bibliográfica;NA;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2017;Humanities;47;scopus;SCOPUS;Producción bibliográfica;NA;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2017;Humanities;47;TOTAL;TOTAL;Producción bibliográfica;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2017;Humanities;47;wos;WOS;Producción bibliográfica;NA;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Magdalena
2017;Humanities;5;scielo;SCIELO;Producción bibliográfica;NA;215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Antioquia
